Brand,Tensile Strength (MPa),Hardness (HB),Elongation (%),Thermal Conductivity (W/m·K),Specific Heat (J/kg·K),Melting Temperature (°C),Carbon (%),Silicon (%),Manganese (%),Magnesium (%),Phosphorus (%),Sulfur (%)
EN-GJS-400-18,649.9903948,295.4106146,15.43705859,32.96471795,589.9789605,1152.86488,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,551.090379,233.1595057,14.02835477,24.62960192,535.0847451,1253.468687,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,734.6259253,346.7595918,5.65911055,33.62706026,559.3328489,1291.824229,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_450-10,634.9814417,312.2287859,17.30112149,38.80366383,623.7152999,1244.818018,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_600-3,517.6178717,283.6719838,4.370846852,20.9357169,647.7822757,1215.293909,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-500-7,685.6236799,227.0891897,12.87279883,26.39304111,608.9684206,1228.773084,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-400-18,611.0590921,208.078731,5.598243469,28.76353433,677.2218967,1179.944321,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,613.7823565,248.0089749,8.90209038,37.98520718,646.0972264,1262.581625,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_60-40-18,592.4351794,312.9781004,13.50655835,39.24522893,568.5591369,1261.962975,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,598.8047795,240.3996947,11.01319427,28.88230493,601.4218218,1171.827595,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-450-10,706.1425124,280.9334331,8.840029301,35.00056824,677.8924831,1281.696757,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-600-3,441.1925917,309.1920765,7.221414895,30.63322048,585.7504133,1190.378461,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_600-3,533.7451245,216.1915572,15.43455449,30.75565869,647.4420844,1297.338409,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-500-7,430.2013455,302.7947024,4.301029605,25.5619903,606.6431511,1207.435452,3.7,2.4,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,701.2984883,213.7806332,8.881646024,24.33912492,565.5809083,1176.682609,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_600-3,508.9207419,344.7694613,16.46012115,25.76010692,472.5514586,1202.758017,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-400-18,758.9721639,273.2591195,15.53359281,31.12656015,527.7992558,1216.027049,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,610.6313867,222.6014162,8.4150682,20.58310372,690.3228475,1160.396166,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,720.2999086,251.3575454,14.20973382,38.14497889,597.329615,1236.732757,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,791.5725742,262.0124674,15.17057329,23.12567419,569.3186141,1239.644866,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-450-10,735.9155438,313.7277517,16.22219878,24.40177354,679.8869877,1260.839568,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,746.797504,311.5135679,10.7120923,30.36552353,575.9535343,1154.375484,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-600-3,563.1937981,291.7910758,5.271374177,34.20229533,557.8247555,1231.185732,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_500-7,620.6890381,215.8896069,6.084945224,21.91458109,627.7932565,1157.936115,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_65-45-12,501.5554256,222.7354057,6.731114785,26.35389395,613.7996857,1255.171633,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,478.4452399,214.0635381,11.50083969,39.37349211,457.9480025,1158.359198,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,602.2031516,286.5759175,2.524953986,25.24685934,541.3924824,1286.759177,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,638.0195919,331.5707662,12.1766795,26.2610029,541.7546328,1255.312385,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_60-40-18,535.7084984,265.0700768,7.829667815,36.72996981,513.4673546,1226.108465,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,627.7774071,224.1272261,6.72386884,21.00428863,555.1880446,1216.225588,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,754.984193,283.7063488,16.07194513,29.29226338,523.9322193,1169.600895,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-500-7,622.6886339,321.7628325,9.360038329,27.59233529,459.8036468,1193.649908,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,688.3252385,311.2568092,3.520848729,26.3317352,523.7099462,1280.343866,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_65-45-12,722.1259869,332.217617,15.22794829,25.71399188,421.6830843,1285.667922,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_65-45-12,795.4915128,241.6853146,2.762260119,21.8274821,572.7357588,1150.112156,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-600-3,641.2789609,229.0930801,13.62798759,26.29651659,656.0963647,1239.120459,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_450-10,722.7400596,331.9724729,14.38249955,20.86104805,617.5861253,1257.895091,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,785.0597274,298.6340469,7.641641695,35.61927727,508.118212,1242.812047,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_400-18,777.7638902,246.6393395,15.1966057,27.96455588,426.1213617,1162.251965,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_60-40-18,456.4327395,311.3522076,10.25055049,28.87807665,460.6448198,1182.658735,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,562.5569233,322.2677577,9.412698452,37.87189173,563.6471021,1187.55104,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,529.5960244,292.2467361,2.726452503,33.16109968,462.117125,1274.758695,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_65-45-12,434.770006,303.1826165,6.640467098,20.16118207,563.1919334,1219.479915,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,653.29631,256.2889857,16.89615953,38.86349646,469.4797074,1223.024232,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-600-3,694.3618453,280.8043501,8.269183413,24.74288932,654.6771608,1290.233957,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-450-10,739.2512382,278.6238756,10.74720833,22.1522837,519.1814419,1245.562883,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,449.1107559,327.2071687,10.51234686,35.36256357,473.6651878,1284.800155,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,750.5776304,325.994597,11.44689744,30.00954632,643.6978541,1218.476328,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_100-70-03,657.1702254,324.9020704,2.98129529,28.67541132,502.8516894,1172.415439,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,681.5784541,201.6547421,7.794820077,24.99006159,433.4463064,1289.490339,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-500-7,764.2496014,312.4318227,13.57005238,30.9494298,571.1228474,1218.805767,3.7,2.4,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,649.9045084,313.8014585,5.208964017,25.4876921,574.4692613,1177.244713,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-500-7,534.3463429,301.7568234,5.257254041,38.03166011,614.4087026,1195.359361,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,730.0429326,313.4396987,2.161449707,24.30408959,472.06583,1157.620388,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_450-10,545.2236849,326.2955557,8.999710826,37.68710301,533.1314017,1220.245089,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_600-3,413.6912443,270.5478581,16.12375009,31.18810851,484.7103757,1277.969226,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_400-18,732.2618026,275.307532,2.830415097,36.56976268,424.2861208,1290.037068,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_100-70-03,538.076858,218.7071085,5.057899352,34.25691992,662.9841481,1289.890331,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_65-45-12,709.5338093,257.8063825,6.961352613,33.93390223,618.6609413,1168.784504,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_450-10,545.1031579,296.504777,13.70759579,26.48691615,490.4389178,1207.308082,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,744.427208,317.0599664,12.25016948,24.67793863,579.8118979,1154.234314,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-500-7,487.80421,232.5813647,8.655102473,24.21772455,460.3791364,1278.274802,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,789.8189061,220.6734349,14.14510303,37.14383314,667.0709865,1203.813364,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-400-18,711.9035099,299.4563007,11.75409619,36.40853641,434.471903,1244.667554,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-600-3,445.6951704,200.2819825,16.33665279,28.81147056,401.1511437,1257.234766,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-500-7,626.310648,226.7558876,15.08842799,22.64809227,550.6024593,1214.4767,3.7,2.4,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,794.1469249,204.3607071,6.045017697,27.64504504,574.938347,1195.96635,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,588.4261811,225.0327677,6.343017242,32.38686908,573.6895961,1294.331937,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_100-70-03,472.8428555,227.197892,4.005703613,29.08806309,416.3535782,1294.673234,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-600-3,593.9113469,258.1510392,7.391435611,35.60378537,494.2131421,1193.415455,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-500-7,604.9830624,260.3490687,17.9927027,39.95245645,549.7596841,1221.943765,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,696.6747777,331.1393706,8.492018698,23.82264177,464.9737557,1295.926624,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,679.5383413,276.5164569,5.527814955,29.19301639,661.7877656,1150.730261,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-450-10,561.0200174,308.5107148,14.19972615,28.61967804,426.1327868,1211.901737,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,487.209243,215.6206037,10.67953606,26.08985065,546.2153325,1165.068632,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,658.0216671,233.8158133,4.393623192,23.96191033,607.4248173,1226.373695,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_100-70-03,568.6815738,305.4415161,8.091034899,21.31384233,478.52533,1153.700493,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,452.9104845,207.9205941,8.631515449,37.74238634,587.2722211,1211.034765,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_100-70-03,760.2289205,272.9896493,14.06127521,28.39697395,648.815545,1183.104861,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-400-18,676.488743,289.9053448,2.330741902,29.93791037,457.1010925,1229.996254,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,673.2735426,290.3218466,6.304314349,38.33884096,675.1661775,1299.399047,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,729.0335504,203.4399217,10.28154082,35.52580955,566.0675598,1270.080416,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_500-7,611.8646715,248.3162006,6.301547879,22.61002528,489.7696013,1276.846314,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_65-45-12,726.0217714,295.4735977,12.05494476,31.30839935,529.2574826,1245.289748,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,599.2363014,222.3499604,9.709879668,28.84504553,493.6575651,1156.233977,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,426.87016,304.3123472,7.787364078,35.94422145,617.533348,1181.019651,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-500-7,562.0992352,311.8887813,17.18733803,34.48465095,638.890199,1288.759683,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-600-3,598.9859576,347.2953786,12.11455199,33.80811444,649.8812177,1204.916968,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-400-18,688.0810327,231.4762992,4.079061956,26.81089671,695.7304749,1165.545509,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-400-18,442.6314921,323.7696001,10.96146716,36.09927461,637.3852877,1255.360805,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_65-45-12,456.0074155,278.0444865,14.49170965,21.04782591,580.4152212,1194.918659,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_500-7,505.4735211,256.0193894,13.33583516,23.19249803,501.7660895,1190.328537,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-450-10,506.5993573,218.3565136,4.753427669,26.71246546,563.3786346,1299.696618,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,692.8738314,310.325841,17.55871998,21.53614882,412.3204518,1278.720839,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,500.2922642,235.3786399,9.181018332,24.69988555,623.4475227,1211.190673,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-600-3,653.2392253,255.7133003,4.54440006,36.60301966,533.7866635,1297.039181,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-450-10,597.7095401,209.381334,4.883132066,38.96503076,406.0069689,1247.516984,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-400-18,629.3177513,320.2050374,3.571759875,26.09204712,418.7520825,1261.303368,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,735.2427853,314.9882786,14.85628973,25.29031608,516.2399391,1154.726956,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-600-3,561.7526006,310.0423745,3.952487909,25.59785304,575.0264557,1168.240789,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_60-40-18,708.3645508,244.9165266,4.002004114,25.55438175,539.2611847,1244.962769,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_65-45-12,568.8144238,226.0220111,15.60754584,20.71860364,585.7612952,1284.853597,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,541.5485506,295.6329897,7.513665351,38.53832693,544.0882776,1243.561559,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-600-3,783.4508709,274.4249576,2.493726469,24.27396283,598.5111536,1170.103734,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_400-18,473.7483683,226.73787,2.830324792,28.40008148,465.7378194,1167.364007,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_400-18,436.1347842,302.8866907,4.274727147,20.19373765,433.8529562,1276.627884,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-500-7,708.3943702,348.6689648,5.414293568,37.15910182,578.9301864,1170.895351,3.7,2.4,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,427.2998821,312.0829382,12.64233911,34.62314689,545.4068551,1228.034794,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-400-18,734.8315963,310.997958,4.51722048,38.9351207,408.0602962,1155.566998,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-400-18,574.8773585,342.5469129,3.901990259,35.63230958,514.1445656,1162.100465,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,766.2054709,230.4404551,14.23550626,26.27413024,431.8376756,1250.85224,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,688.6131444,284.8324947,12.73688454,24.95746717,559.4070495,1253.377212,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,644.1618668,346.9470073,8.965187543,33.95432615,518.7333039,1201.220411,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_100-70-03,779.7227188,224.7941166,10.78895634,27.2822555,583.9455733,1182.341465,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_600-3,558.6597492,305.0377939,6.991744325,31.32430032,641.6806656,1272.056541,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_450-10,781.6347746,287.8715219,9.720006724,20.12514942,489.9006052,1182.565484,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_600-3,454.000511,287.9718638,10.10676238,21.23771403,688.6306312,1231.30406,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,593.5019768,304.6505941,8.195796339,30.70735882,560.6903502,1295.231326,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,507.964489,339.4425384,16.50515537,31.32143293,585.4872396,1172.177866,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_100-70-03,615.9371116,317.387291,2.25698984,35.02905889,604.201712,1291.13144,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-500-7,464.8055512,208.4204155,14.51474021,22.63930639,600.019459,1177.433958,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,736.6118641,327.909203,3.9901253,30.26366168,553.2912229,1235.116481,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,738.5631397,233.8311995,14.76075777,23.88895289,528.6292873,1206.551157,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_100-70-03,782.0945251,256.5371247,11.85459065,21.86392239,416.1345893,1294.73929,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_450-10,461.8688564,269.259922,15.49244945,28.20991588,406.6257536,1191.031304,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_600-3,649.3330204,272.1359001,3.56022921,23.26673296,507.3883584,1209.9487,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_100-70-03,589.6949235,265.2770599,10.94369015,24.43563956,500.0982672,1297.429018,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,537.7534928,340.6029941,10.01740608,26.3510916,516.3085465,1230.470559,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-400-18,540.6160645,305.9028511,13.29909093,25.18776801,441.5104603,1225.394517,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,565.1174202,294.6755969,10.54864883,21.75182595,621.4504812,1188.666773,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-400-18,681.9702199,207.4763042,10.65175307,21.7983249,657.0893244,1255.204534,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_65-45-12,639.3144233,335.5869995,8.873535097,23.8649883,681.6143906,1152.155943,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_65-45-12,583.8726051,336.4085288,6.941350784,21.01118376,547.7086911,1157.426894,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_65-45-12,430.3733641,317.0319595,9.71622978,32.52914039,610.2597097,1239.903788,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_450-10,431.1061376,201.0543806,3.89587774,25.74653433,656.665337,1201.251186,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,400.9357563,208.5920377,17.38421342,25.59491936,525.4873333,1292.997456,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-400-18,787.0797553,233.7835553,13.43057222,26.63996588,492.8238385,1285.478604,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,402.1015274,219.7024112,17.23947387,33.25592548,681.0173668,1257.055939,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,441.2374984,259.8254045,5.627638117,37.41267763,554.7029653,1272.721837,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_100-70-03,525.8386227,338.3934587,16.06945632,35.18173865,549.176166,1250.099777,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,722.9721007,270.8090651,14.94063975,34.5505846,453.524829,1168.837315,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,784.8395143,202.010394,12.8344386,29.68782371,432.4465044,1264.831505,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_100-70-03,716.0054235,242.4118534,12.00046698,33.87611114,652.6320587,1181.528795,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_600-3,676.224093,206.6892363,7.064794644,31.05524736,584.2399529,1198.516428,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_600-3,608.520267,205.4431434,15.06257256,24.32501056,497.7473752,1272.885132,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_500-7,434.6820847,241.357978,10.02424738,24.17176735,457.5208652,1230.478841,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_80-55-06,783.2683172,241.3418508,3.134265214,25.92784014,566.6491841,1278.991107,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,703.3569656,318.0689904,7.005810574,38.21605342,575.1757868,1181.955298,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,655.5797541,346.2251979,16.96475358,30.94829681,462.0980804,1241.166766,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-600-3,703.6143382,255.6810641,15.61088417,34.67810754,655.4217244,1162.568646,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-500-7,689.6413317,264.3330318,17.71049117,26.9311752,425.2793098,1246.459149,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,654.8926319,326.7184154,12.04789412,28.15431541,506.8279255,1264.380106,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_450-10,792.2307201,240.220853,5.96016117,22.51131157,604.1153241,1237.739634,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,761.3455251,223.4572707,4.605040795,23.42589916,482.2361091,1189.934725,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_450-10,658.6659676,327.9634435,4.99063105,36.5471311,648.3025584,1154.7014,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,677.2700846,206.975088,2.316730534,31.69677263,621.960348,1167.917333,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,420.6383227,292.954916,8.250913776,26.75064932,636.7068534,1243.345447,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,667.9669858,284.2989271,5.062842888,36.05702418,435.7319608,1290.163033,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_450-10,417.6661751,251.8880671,8.586487367,24.93039811,442.1641384,1180.980161,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_600-3,635.3055028,247.2784282,16.95991091,39.52065397,485.9421213,1260.253922,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-500-7,799.7413998,315.7786589,8.888643352,26.89635215,555.4231496,1279.967659,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-500-7,622.3226326,212.9636916,16.04775195,26.74621908,624.404823,1228.132327,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_65-45-12,589.2840472,235.5176464,11.68807627,26.23823811,650.9592672,1250.389869,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,525.1419426,309.8673098,5.954104875,22.44223032,611.3005948,1272.252298,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_60-40-18,448.2090315,282.2480876,7.693676148,22.22274295,678.5790645,1189.101274,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-600-3,692.4094686,219.1982313,3.342712573,32.96210069,621.6230529,1194.534351,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_60-40-18,477.0396111,332.3203421,7.335401498,37.50236089,491.8803661,1150.094127,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,446.1128085,259.017177,12.84065513,35.81041021,479.5243853,1294.46412,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-600-3,568.7050639,324.1802563,3.153777487,22.82215188,608.8577351,1287.631734,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_80-55-06,718.1367352,318.1569523,5.286422536,30.91164244,457.8611706,1264.68524,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_100-70-03,698.0258192,293.663817,8.103056663,22.11183092,427.8144432,1161.861403,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,421.9530459,274.1721697,17.71279259,20.90589287,559.6668625,1217.125433,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,582.057474,346.9326261,14.55778917,33.12771719,646.4924709,1165.283763,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,608.9738304,221.7447609,13.73578794,30.70304667,430.4139527,1152.38804,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-600-3,657.8186603,308.7733591,3.859055304,21.6404737,637.5673971,1242.427445,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-600-3,660.0669402,228.6786052,14.4959343,20.69878493,643.4716013,1294.124413,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_400-18,545.8788998,250.7394658,14.56430098,39.79512827,544.6822,1285.430204,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,624.2708776,246.3048115,11.61764313,20.60042664,417.193093,1254.513222,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,592.4247535,342.0553982,17.84578851,28.89056506,452.3769554,1164.496088,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-600-3,753.9993426,345.1034267,7.204062495,30.09238049,612.2278825,1191.124606,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-400-18,612.1060531,227.4523166,17.06035917,22.34560296,613.5333835,1198.008509,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,576.4128647,203.305274,16.63569784,23.38123557,669.5065826,1264.472509,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_600-3,561.7941799,308.0012059,2.183690556,27.03610013,574.805844,1270.337377,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,628.9711038,262.6984901,9.201864424,35.23351752,437.2322103,1207.765918,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,721.5907918,213.3260368,17.63366773,30.14164848,436.4244717,1212.682599,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,615.3605962,302.5631158,3.649941799,32.75803749,616.3397072,1156.676356,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-600-3,664.66207,281.7658292,10.76455511,39.7034911,455.1353995,1193.370508,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_60-40-18,695.1423068,347.0775233,17.66332011,35.36010871,498.5156499,1217.692777,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_100-70-03,608.067244,234.1114244,10.88792679,28.68722996,546.1636021,1167.547457,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_400-18,570.7268227,260.5966814,5.037044848,28.92883844,407.4294633,1217.990119,3.6,2.3,0.4,0.04,0.04,0.02
