Austempering Temperature (°C),Austempering Time (minutes),Initial Temperature (°C),Carbon (%),Silicon (%),Manganese (%),Strength (MPa),Melting Temperature (°C),Thermal Conductivity (W/m·K),Thermal Expansion Coefficient (1/K),Specific Heat (J/kg·K),Phase Transformation Temperature (°C),Cooling Rate (°C/min),Hardness (HV)
326.7059422,80.26782814,940.9499786,0.671987548,1.142858323,0.719723483,474.2838294,1451.687677,32.61890711,1.56E-05,542.2976712,850.4395478,46.46591318,466.8830619
307.1549368,141.5262384,1136.579021,1.054999361,0.82196025,0.99025829,560.614969,1479.725168,34.42824824,8.00E-06,517.4999629,828.5415765,50.53658286,480.7473296
218.057954,54.11398441,988.514867,0.206734547,1.253557034,0.381120835,478.2646361,1484.448727,31.28935451,1.92E-05,674.6430644,698.7287641,35.96769417,454.7405941
367.0604991,152.6950536,1191.641975,1.033081886,0.838580061,1.970843507,642.2656485,1220.786439,30.89567371,1.66E-05,437.6838111,760.1869641,56.24767471,446.5694531
264.156013,154.8201267,1053.656855,1.861510195,0.556568335,0.497284993,585.1855169,1543.899122,21.56806003,1.72E-05,525.5340369,618.5040889,46.91741921,455.1665572
237.3037021,106.1201601,850.5058966,0.300247114,0.280434023,0.347670947,990.5986435,1383.301326,40.56615862,4.27E-06,503.3685724,662.6237647,37.19735284,511.891262
208.1550283,30.95788076,1070.471025,1.552437383,0.698345045,0.48671626,339.1484451,1304.966433,33.08643251,6.15E-06,549.4452161,745.7461677,34.51362246,401.9687579
318.1785886,73.05571998,930.0416062,0.878375001,0.283625185,1.561216153,399.5269635,1296.705803,25.84381408,6.43E-06,537.2895624,625.7921206,45.09768526,391.9951978
335.5128724,122.5390378,1074.530879,1.344830058,0.436104207,0.908460753,336.9781257,1393.205645,44.48100507,6.15E-06,555.6668595,852.9997065,51.59065698,437.3929913
203.3175658,177.1779267,827.8564593,0.594449536,1.975938701,1.174290286,738.0888365,1554.732616,44.07682244,1.73E-05,441.9756932,815.401863,39.48595958,519.3366072
302.4186117,124.7720291,869.9525749,0.403035299,0.943796758,0.139917398,338.1564942,1351.339033,34.59174884,1.61E-06,553.9424505,883.0901012,44.46561445,442.4981818
245.299155,68.97053716,1142.294904,0.404878967,1.110556356,0.165419486,885.5078162,1499.890299,28.95351983,2.45E-06,472.7256442,808.0400718,39.29017579,535.9911398
329.0345581,125.1008555,890.8718228,0.233934697,1.759875205,0.947068545,658.3570415,1238.727492,39.14278177,6.20E-06,455.2994047,882.1204117,49.08652302,485.9546757
234.8732858,110.997807,1134.81645,0.452728739,1.991580911,1.651644962,668.9053372,1390.422681,28.64456407,4.80E-06,419.4502656,766.3537667,43.94113473,465.901135
338.1875476,146.9768093,911.7104354,1.362016831,1.207157454,1.78195387,693.1161554,1596.674456,27.08023791,5.41E-06,628.7957676,780.0655833,50.82105629,523.191819
277.3470693,46.04709582,1057.152764,1.775212163,1.64370026,0.264742478,419.5695944,1508.175121,41.91543962,1.62E-05,528.2325763,893.0913164,44.0823879,477.3213364
387.3459977,144.1541854,1077.660229,1.646838803,0.721187946,1.122889894,438.3832122,1284.211395,21.20975719,1.17E-05,587.993105,792.6387441,59.98768841,440.5600498
227.5041888,111.1899868,1005.061901,1.401755189,0.680913519,1.835136404,523.172126,1400.576589,22.84305413,1.11E-06,618.278003,609.2359707,39.53540502,430.0380832
268.2132702,174.4488006,922.1242707,0.30982054,0.86513707,0.837148233,715.4474911,1293.449905,20.20364522,9.16E-06,603.7949996,817.140833,45.04873827,495.5934438
222.6947042,81.28082491,885.0577505,0.649456148,1.377763799,1.67617508,447.0824432,1363.824371,24.58829559,8.75E-06,541.1502157,871.6406076,35.56531621,447.8285272
384.9387237,124.893284,813.2757418,0.688633063,1.39616421,0.354021743,381.432209,1512.033609,22.06970026,3.16E-06,516.3695587,838.6740749,53.6370616,449.5177568
375.4678707,169.8042158,921.5785605,0.574918198,0.698954926,1.87724953,979.0818205,1508.489926,49.87407103,1.38E-05,512.7879729,775.1499818,54.71865951,549.8917679
251.5883255,45.3764592,1061.265116,1.078510753,0.353098856,1.527704303,315.3872704,1291.240151,28.6642991,1.43E-05,592.0146391,801.3910539,38.91479355,409.1486857
331.9968092,170.5842731,1175.321927,1.117552248,1.301552887,1.888535346,861.8881837,1568.889327,24.47804038,1.47E-05,548.4383065,897.0575368,56.30594318,558.7920806
363.44444,133.1828583,1148.481793,0.778083353,0.343819138,1.385572744,851.6246047,1437.027273,27.22988774,1.48E-05,654.7396744,627.1986266,54.64662175,504.0008739
311.0401623,40.17555887,1106.425911,0.772199402,1.199135766,0.790467471,508.0498797,1351.969716,48.08376715,1.00E-06,662.4105953,800.1734486,44.8402629,465.3470381
305.9301157,75.14453504,1115.378937,1.674255636,1.417502043,1.882544228,394.9386312,1400.774232,35.60480669,1.91E-05,451.1681134,685.0193084,45.44177449,404.3341359
248.3704582,136.2258133,1065.993961,1.599656412,1.431161843,0.623576875,401.9400527,1442.028501,30.94454289,1.65E-05,440.8700955,792.027119,44.03623032,425.6279881
218.6205536,40.10259022,904.114743,0.68481208,1.53159701,0.731127792,788.2021321,1423.956213,46.20174374,1.82E-05,589.1202778,782.2870728,34.12092468,523.0619959
379.4431516,117.325569,1162.878012,1.836198043,1.758432901,1.431535994,749.9646138,1394.562014,31.84970812,1.30E-06,490.3677244,646.0370496,57.23501218,468.2447657
380.0836114,81.88245854,1068.292925,1.910348532,1.049922085,1.554100969,847.921972,1401.973122,30.0502571,1.87E-05,405.5712156,662.0239937,54.14955735,480.3075277
326.6202915,123.1373277,1024.176252,0.72081083,1.48747346,1.865866619,956.2368207,1270.564764,26.21847568,1.64E-05,666.5928008,786.4888734,49.94772091,544.7032806
267.8059582,36.86130507,844.3957877,0.773407403,1.276428197,0.489124577,784.3491543,1525.093162,31.33390472,1.69E-05,468.0702302,638.4689842,38.43697626,495.2644265
269.8419149,160.7305209,978.8222175,1.060704892,0.454615886,1.616196267,409.0960756,1416.704128,29.50053068,2.77E-06,678.7841955,679.5542625,45.77009958,430.4297294
345.1911358,176.0233454,984.1433085,1.888129544,0.148810325,1.503237501,470.4098317,1252.431945,40.31911878,1.50E-05,615.2303353,850.5736643,54.76604117,451.1646052
379.422052,175.3316783,1145.825444,1.765006923,0.640628633,0.221209657,889.5356116,1506.462841,28.68748114,1.92E-05,628.796047,698.1274518,59.50096035,524.8555689
377.4172849,142.4477748,1018.659288,0.294879129,0.941764042,0.835723968,446.5142531,1572.977591,37.31599239,1.39E-05,460.4384487,746.4180469,56.77125096,442.6968022
355.9751092,49.51293602,952.1602196,0.846188412,1.272501294,0.637254368,350.7656219,1578.92276,21.97676495,1.18E-05,470.2583277,882.3421005,49.20404948,453.8131322
328.4063292,143.7394794,1190.720131,1.151405261,1.714922728,0.678531806,792.2960378,1347.607093,25.7386747,1.90E-05,556.3803261,668.1447267,53.35355586,481.8359243
216.827993,33.68803747,844.2882373,1.055951698,0.472866862,1.967599071,581.7684488,1254.206749,32.22215815,9.42E-06,451.6299558,716.8878052,34.3918613,423.5991061
232.3257428,33.31853273,969.0193713,0.468339829,0.338544601,1.321277086,944.0280368,1407.359851,48.10847762,1.24E-05,491.6295078,781.9373327,35.60895187,533.2446068
379.7108377,78.54153287,816.8098701,1.731751865,1.9306119,1.4635847,755.1785498,1245.043692,31.31755957,1.01E-05,496.4387434,826.6016789,53.10899825,499.3428596
321.2858119,103.2964786,1095.961648,1.386187488,0.305284663,1.955573511,363.2932845,1573.594967,39.92222364,1.87E-05,447.88898,870.496016,50.03575806,458.0723712
201.8394103,145.5611127,1167.230621,1.692025912,1.009133033,0.816683387,963.4995971,1273.431851,27.65261667,2.45E-06,461.55485,874.6418963,38.60447334,538.0764038
220.2943086,132.4943065,912.0149318,1.731652131,1.212571085,1.62349632,480.9900845,1301.106344,23.81100728,1.05E-05,636.5655526,832.9920223,40.63342692,461.1179454
332.7003538,96.88540596,1143.336671,1.521876122,1.1286114,0.92560883,536.0487433,1362.654611,21.756098,1.41E-05,450.1587564,668.499251,50.96749188,417.3858767
201.0123168,71.04399994,916.8872922,0.934500142,0.263461098,1.752113976,581.5822896,1353.265787,29.16240496,1.60E-05,408.5372176,607.442799,33.66706102,422.46502
232.1616103,179.568675,1164.308065,1.260038835,0.208351137,0.443249328,335.8570075,1517.865157,24.7298308,1.21E-05,588.8064828,715.1321791,44.9001984,423.3276722
309.7467579,93.92719534,1101.584761,0.404694272,0.300418512,1.900603736,647.5607956,1382.526728,25.22031344,1.83E-05,692.7949358,642.4646553,47.01449344,471.5464799
338.3790395,97.70805365,1121.962711,1.379926293,1.212616599,0.515666246,386.3229438,1268.307304,42.82277925,1.89E-05,499.3641444,813.1162942,51.32684398,410.2206649
330.3922519,54.54357318,807.2026222,0.440581186,1.134255287,0.719818963,580.6792287,1306.883958,20.47514213,2.22E-06,435.596711,798.339176,43.95108498,454.4636905
244.8538619,149.2214323,1185.124143,1.418504222,0.544107505,1.536765245,545.4968516,1403.645354,36.73430377,8.65E-06,571.1161976,613.1914925,46.2518089,431.0121689
342.4358443,134.0523339,1090.668397,0.536236505,1.31177087,0.848134769,840.9880584,1258.981567,31.38384142,1.45E-06,671.9062633,850.9781337,52.57057344,537.3108589
247.4498175,63.11544192,921.9004382,0.32334747,1.658128254,1.255601616,862.2193581,1444.66227,35.1965,7.26E-06,635.2185339,674.6229799,37.64740692,521.6907121
265.0799396,42.35715684,1131.757866,0.414040531,0.179000024,0.944689652,407.3890177,1426.298923,36.88490712,1.12E-05,586.7547605,729.6681226,39.46816285,430.8899653
349.298281,132.0748953,912.6084794,0.103785057,1.046446893,1.51050288,556.5858312,1485.880927,29.40103083,1.83E-05,494.516949,800.3801206,51.59636062,467.8988814
329.9265798,128.1766821,1149.101536,1.465605274,1.409689783,0.53382938,561.3472127,1575.081846,28.85326581,1.71E-05,562.564052,728.8256361,52.34208999,477.1403039
369.8446821,70.98892905,845.0321562,1.491561993,0.579392661,0.211070176,405.9873108,1564.901824,42.00205548,3.42E-06,427.3734524,732.3863408,50.33447367,428.7015883
331.5225785,172.6295343,1081.474391,1.078373365,0.68476472,0.669865855,858.9174535,1578.430247,46.13830964,2.77E-06,603.6836273,619.6883986,52.44981585,511.8755486
313.6617207,52.65868377,1016.279391,0.406589322,1.265912016,1.001186463,795.0598298,1297.886239,25.77744897,1.22E-05,617.5288057,720.4330648,43.34402452,491.3281948
218.7349536,94.85022016,838.6137881,0.258753241,1.806077058,0.419238099,433.2672504,1252.626123,22.92856282,1.11E-05,689.5094869,829.454368,36.38278291,440.5184908
273.5431606,171.542388,896.7575313,0.136345036,1.638856399,0.77411485,556.705336,1320.91068,46.93387419,6.06E-06,478.1192076,874.5529012,47.09830505,465.9498742
253.0404735,92.95909754,804.9616145,0.414921536,1.207947416,0.859967735,374.0635174,1558.034069,30.49686391,1.81E-05,405.5369257,724.0491411,37.71710329,423.0179348
248.7979287,125.7788921,987.5071862,1.792625516,1.487421264,0.209044503,739.744618,1588.82139,36.53952172,1.86E-05,563.6825393,727.0757481,44.01759866,511.3305914
394.602111,89.63915969,920.5061043,0.558919999,0.793162693,1.208283772,384.9603472,1543.72998,30.78629434,8.65E-06,612.0371513,810.7881319,54.19020674,453.6168853
278.6195449,71.13228035,1039.342994,0.773115522,1.317834503,1.780252513,990.153918,1244.007088,23.77407009,1.79E-05,637.1222428,882.8316003,42.94289416,567.9230202
378.409311,177.5966472,918.8951231,0.300156421,0.985745023,0.388311535,846.4774523,1578.971199,37.67994935,8.30E-06,458.1216799,680.1182821,56.03563002,506.7500492
326.2277252,91.40010095,919.9676446,0.522486479,0.460878659,1.235835225,573.1669847,1369.343211,35.75422555,1.50E-05,478.5258607,732.043262,45.65460988,448.0934193
358.9622607,164.1148806,1097.277279,1.086526684,1.43330272,1.363004489,704.9947526,1203.724116,26.08980678,1.00E-05,553.7772776,838.7919731,57.30832647,484.9138231
300.5274186,64.49319088,819.2571344,1.254730098,1.157282811,0.896735893,937.9392714,1376.957496,33.55607134,3.33E-06,499.180243,782.9080708,41.84826346,537.3566991
315.3807769,61.9657056,1161.157998,0.566169397,0.781381006,1.432085416,687.8694963,1218.427668,43.90842512,1.86E-05,658.153446,633.1759032,46.27205236,446.1764709
298.5035388,34.67011243,1140.90555,0.209691103,1.831544461,0.880389933,422.1489405,1417.551168,37.71278309,9.63E-06,542.1280461,788.3198207,44.81522818,435.6963242
239.0485976,127.7500238,1067.121873,0.842962451,0.139774824,1.058810847,565.0923489,1335.421611,22.90751981,1.50E-05,639.8735932,656.0238854,39.75577207,434.7069151
344.4904231,85.27895156,1037.288628,0.544986405,0.699968987,0.113970785,890.2014055,1389.373973,36.44064492,7.98E-06,574.1859281,753.0647802,48.06755641,525.533276
256.1544725,159.6537375,1156.920999,0.517152454,0.208074656,1.414268217,750.9491112,1445.268144,41.08214898,1.36E-06,631.9270425,758.7309803,45.75306214,517.766782
204.8631933,100.981486,874.1320718,1.923739325,1.556401901,1.35655109,755.507069,1547.520438,43.78110217,2.91E-06,499.801896,862.8610087,36.27009923,528.0676681
329.0944592,175.2290142,831.5876649,1.270970923,1.434004163,0.172961667,906.77504,1464.760631,38.87352736,1.04E-05,649.4249866,738.7482822,51.57178697,539.9134829
235.4221359,57.82882736,895.804068,1.158069042,0.729569216,0.799675204,925.7811402,1373.619547,24.57974494,1.41E-05,482.3716947,683.8327267,36.04773747,513.1095071
388.0917169,160.2934752,1117.831311,0.889972697,1.383759514,1.960160498,943.8548002,1527.771141,41.305198,7.36E-06,563.8296424,669.2899045,61.78467453,539.1970271
390.7857154,146.4895279,813.8681067,0.914994234,0.85228073,0.899399469,366.3944353,1562.232855,40.32025538,1.42E-05,464.202134,862.275563,55.20689767,449.9506561
382.972878,145.6382767,1033.122734,1.127719507,1.536882204,1.05369627,680.8882014,1247.903987,20.73280649,1.43E-05,542.6579565,651.3032563,56.9153065,449.9547006
274.0317401,156.7174842,1198.175006,1.423216633,0.962948959,1.828867301,818.3566649,1412.773191,32.35243003,1.44E-05,495.4525629,727.7605683,47.79007808,496.278871
203.0913233,144.1535986,1142.278438,1.434077583,0.883331483,1.462797564,829.8487916,1313.804784,29.98850741,1.04E-05,480.0110292,656.1519345,40.3381012,484.9710237
385.6637125,123.9330482,1008.578276,0.426218425,1.875986839,1.205933249,724.7013414,1218.824479,40.08236193,1.84E-05,690.0955054,831.991212,56.48085957,514.9781589
285.6368297,49.68673165,825.4563637,1.050214229,0.57667029,1.615828895,416.7511346,1467.418678,26.48407437,1.03E-05,448.0222316,742.311792,41.52743522,427.2869591
393.3309638,34.87892692,1132.549406,0.882720381,0.328849946,1.742295906,858.1943878,1545.108311,37.72615769,9.56E-06,636.1977512,705.3431072,51.80172688,522.3027551
392.7239954,168.1271772,1039.591403,1.754001236,1.210631915,0.968087336,804.0779335,1265.161062,47.39617885,4.79E-06,695.2494878,708.3298922,59.26248475,498.1012778
370.6018911,122.4975472,845.9731988,1.29969595,1.941711443,1.002705893,360.2950401,1524.965463,43.93407117,6.85E-06,405.9704451,855.664262,53.52440465,441.5462815
258.8897784,149.4805936,837.5429139,1.111757726,0.817894506,0.833496778,624.6668773,1541.358293,47.64373209,1.80E-06,609.7082242,766.1321863,43.29344077,493.5412361
277.0195457,102.2283527,1163.850728,0.31924982,0.217869851,1.936741666,421.7841797,1565.736177,49.35517901,1.30E-05,475.8735417,815.3603553,45.07076234,460.4186307
370.2273343,47.59622834,1067.680105,1.25071199,0.744680008,1.424615883,536.233932,1306.114036,20.32010381,5.72E-06,412.1463473,869.1115549,51.75545304,456.8519272
263.384401,48.77786883,1131.71472,0.322687421,1.061270143,0.258123826,312.6567645,1561.581226,38.68223829,6.78E-06,520.8668737,870.5225028,39.81686637,443.2823979
233.8985493,132.8347931,1151.59156,0.740692494,0.407653713,1.739623284,580.2309079,1328.265102,32.38518193,1.56E-05,680.5653431,698.5527163,43.94598264,458.4203526
311.3602525,94.54588423,1028.708941,0.371399733,1.350394214,1.013063888,684.9138448,1420.935205,45.79563471,7.22E-06,403.5295283,885.7353789,47.93646788,494.3969338
387.2309548,60.07870901,1006.978541,1.414939929,1.995723839,0.230632422,733.707815,1220.202988,27.55444106,5.60E-06,576.3657076,607.4627646,51.80420215,448.3557832
339.2059593,103.739182,972.1709641,0.491879016,0.958305004,1.144462785,764.4432416,1217.552435,49.43088467,4.21E-06,550.4189436,713.0506683,48.51648519,471.9944979
314.012234,39.63134056,926.7786351,0.844532809,0.773984258,0.89261213,885.4039192,1488.149285,38.41123909,1.57E-05,662.0152493,868.7396573,42.43663914,573.6395398
219.4352988,117.2957103,973.8383843,1.801782077,0.861337917,1.767723869,450.8240351,1377.791991,43.80612207,3.46E-06,425.2005144,682.3910639,39.73750639,419.7126368
323.0014453,70.34901067,1109.551862,0.488201128,0.318777739,0.487589747,384.3372757,1302.51695,22.56798658,9.62E-06,604.457809,681.9244351,46.06563776,397.9222758
398.01077,149.6338651,1040.769372,1.064829622,1.778219843,1.670282758,896.0760203,1276.165398,25.50373654,1.06E-05,604.0329095,690.7866855,58.75937696,497.0514775
228.016803,76.55429384,1157.009316,0.896616156,0.888168745,1.159608513,409.6289704,1467.981396,42.75211019,1.41E-05,600.7240051,783.6940155,39.60087296,446.4468809
303.6659305,98.28302236,977.3520058,0.134435678,0.835821382,0.203759576,982.3320569,1200.160618,20.65959566,1.30E-05,682.7003485,731.4998327,45.34681446,524.493376
375.4746144,31.74308099,1042.835831,1.606240416,1.353411519,1.946506073,889.7767606,1522.356468,44.50633958,1.64E-05,646.9262587,818.0204509,51.4203062,560.9440901
348.1537236,40.86703317,1052.523021,0.231187222,0.9398635,1.073968964,650.6136241,1231.699842,20.41847056,1.85E-06,412.5918179,868.4731928,46.93049797,473.0121335
339.4031482,88.87403346,1036.678865,1.00108454,1.331643591,0.652666023,986.9949974,1276.595846,39.71356517,6.63E-06,541.3248552,802.2598125,50.37622807,549.0994199
340.4968168,101.9908252,1081.053509,1.16528876,0.216747951,0.991873,368.1637104,1354.494558,30.95281761,6.32E-06,519.3859169,661.3400161,50.19258951,395.8434065
271.8982302,120.0030822,894.9733873,1.294010268,1.646074353,1.729929789,512.1460328,1393.943496,38.34484558,3.77E-06,493.0441663,879.8045707,43.30190473,468.0403531
258.7183689,73.74938681,1004.945511,1.408400096,1.88695751,0.679315936,746.7570905,1341.998046,40.88094221,6.49E-06,535.4010175,679.347862,41.25264355,465.1130195
361.8722311,134.2472829,841.6899211,0.581217529,1.332654234,0.466085153,545.0048079,1328.284866,30.27425658,6.89E-06,515.2582555,644.9682886,52.20318675,423.9935701
362.0226789,159.0183596,953.8045311,0.118959676,1.913675265,0.345235369,949.8607864,1585.566405,23.23887344,1.09E-05,529.70017,626.9901837,54.41784069,528.4152316
373.4144637,146.9776483,995.0668274,1.474542958,0.387721397,0.665932857,345.9382617,1456.631872,22.08937603,1.36E-05,693.7785597,769.0151222,54.87714471,442.330973
382.6481105,35.9428238,1060.889704,1.117747539,1.00709076,1.582091365,684.5882824,1209.373182,37.66808068,8.24E-06,426.5898924,634.1287387,51.54871914,425.6806753
302.2684798,102.0760421,1180.212421,1.688623636,1.243432794,0.996090094,713.6063872,1372.070363,35.61966061,1.47E-05,676.669261,641.6327652,48.55151756,475.5275131
300.3032589,45.73952676,1040.260427,1.66063789,1.20529963,0.532215047,756.9096866,1550.00348,42.26603027,7.39E-06,544.071014,690.0091442,42.64317311,493.5145059
359.6590358,66.30675238,1097.437566,1.702319719,0.86277738,0.415751499,478.9663563,1320.582475,35.2920653,6.52E-06,587.1226736,684.4959029,50.98622727,413.771106
329.9927862,177.999389,1002.506424,1.021679854,0.742360378,0.732186005,555.1964993,1237.822538,32.6733737,1.13E-05,649.05489,781.2718531,53.19197742,452.0725966
340.3933755,51.37433144,1053.641613,0.733893952,0.340965643,1.885856308,890.5763708,1503.353909,31.94261535,1.45E-06,508.1389087,845.0235838,46.71344157,542.0147744
359.1585339,104.833223,828.3728865,1.603960585,0.844310656,0.751750754,436.4599383,1442.405533,20.79340708,2.52E-06,529.1265724,828.4048969,51.8034487,452.8494094
378.0010684,122.7233601,901.7566323,0.957458815,0.409055549,1.977435744,878.807493,1428.125003,30.06671605,8.94E-06,522.8555441,678.7453364,55.22038765,505.5212862
267.5990314,135.3697456,944.7412373,0.448540173,1.495294785,1.021937866,693.858796,1221.430624,49.28060473,1.89E-05,512.4193068,673.5931494,42.60789831,446.6482269
275.1165905,113.9473025,988.997342,1.724450637,0.496778777,0.440411445,833.5312578,1256.199604,46.20666729,1.47E-05,677.6587965,889.737459,45.55595847,535.4278517
218.796388,31.46562711,818.2594982,1.776863766,0.21127408,1.793166174,799.5251564,1449.019758,29.88134201,2.67E-06,648.6789674,602.4708725,32.80238089,475.5003183
315.6560282,78.96919624,856.009639,0.985988537,1.149495662,0.974675209,445.2580468,1283.129537,37.63386215,1.71E-05,432.699997,863.9161599,45.52545159,442.8410417
207.1884548,107.6567465,910.7257231,0.243829482,1.230936492,1.448375553,698.1689155,1401.628032,45.41890237,1.49E-05,432.4370057,659.9185557,35.49315978,452.2935907
293.1196036,43.17997487,1188.613076,0.836869571,1.756634816,1.969052008,907.406207,1417.952674,33.2382301,1.26E-05,528.3608545,884.1852969,45.61937033,552.5494649
308.5289269,82.59403968,932.5388028,1.626721553,1.196265064,0.195333166,602.4813658,1313.402876,20.53873591,1.66E-05,429.597213,702.6921854,45.92538365,429.0871953
257.3082504,34.98046632,992.8164232,1.813370654,0.756413622,0.283719664,976.6135392,1579.370062,22.23531385,8.68E-06,585.7279286,732.1055322,37.78421268,564.2250308
318.1666521,41.78677457,878.4390851,0.486598211,1.625722575,1.468867809,616.5505701,1536.985643,35.31178164,5.21E-06,443.1074822,812.1361842,42.54998223,486.2293972
206.10005,89.53849143,1044.312028,0.227249863,1.126529897,0.635467506,399.9499457,1488.949403,49.08318127,1.07E-05,556.7119792,776.3007154,34.64842482,438.1386032
207.4696377,49.90736311,912.2732862,1.766965861,0.250632541,0.450172654,572.6042761,1231.197547,40.79628627,1.14E-05,402.1659841,695.3817989,33.60171379,417.0122344
364.5201121,115.1311272,882.7970314,0.839869384,1.175116065,0.174787572,966.1916845,1242.452008,22.12748574,1.12E-05,494.9789045,766.1492748,52.41643633,529.7085571
272.0381283,133.4197454,1006.629051,1.129345832,1.825235236,0.141508753,523.8045945,1397.112538,25.68082627,1.17E-05,603.1572171,819.2120653,45.73260153,469.5495018
225.4121025,150.0880049,802.2023197,1.939325043,0.852993988,1.571522646,907.6687119,1264.28534,43.1396943,1.90E-05,545.2116821,612.7004838,39.48951785,486.2718585
304.448652,60.02253664,803.0656131,0.226472983,0.663019024,0.355423512,916.8754772,1591.306185,45.2431928,1.81E-05,693.4808458,603.3597916,40.70287861,530.0810093
353.9987106,55.12238734,887.6275236,1.331804214,0.372591968,0.98866917,545.130567,1263.408094,38.53083759,1.76E-05,662.2311388,737.4200817,47.3256044,441.5276893
243.1642055,45.68517605,814.688545,0.240800303,0.387746492,1.251203949,358.2803606,1394.987134,39.33269509,1.62E-05,507.7212337,639.5509853,36.38687833,391.0035475
324.5780952,125.4645374,843.2103017,0.813390964,0.92226582,0.913868421,807.1905364,1345.648423,20.85012351,1.89E-05,413.6459624,799.3032874,47.54465975,499.8981352
217.069493,135.971359,935.5442597,1.627247636,1.231791666,0.151502639,518.0586093,1455.754569,44.85590779,2.87E-06,653.68789,664.2157369,39.21783932,455.1398328
210.3363442,34.73792172,1121.034272,0.923597242,0.25316927,1.588652855,848.04653,1251.614564,43.64825625,6.04E-06,673.3702931,729.855332,33.76070272,499.0187883
306.2709263,170.4318369,1028.819457,1.994646472,1.885180319,0.119975127,609.8583938,1372.126571,27.77105432,1.04E-05,646.188218,659.3012811,51.36033445,451.4264851
308.1270243,37.79569255,1005.06709,1.162212641,1.534753873,1.547590799,639.6867196,1309.882013,41.2603016,1.71E-05,438.3849823,764.5450757,43.64652404,454.8323684
327.4859803,111.1944503,917.3955293,0.71020809,1.214585445,1.797278538,844.5365847,1555.10061,26.44563819,1.06E-05,699.3745403,634.8160378,49.60792394,522.6229173
345.2182667,136.3590779,1172.701488,0.518211519,1.674033475,0.92239585,567.6543317,1216.234285,21.20990483,1.52E-05,477.5752665,606.9320558,54.78614813,404.6335596
395.1704159,160.6453686,958.8060165,0.765989015,0.252354838,1.117530699,610.1891417,1565.490998,26.03409628,3.64E-06,617.2614738,615.3394914,57.32387133,464.0742352
303.2600697,137.1130398,834.8371067,0.80781322,1.005993868,1.006268446,563.3333281,1533.197655,25.3588663,5.80E-06,672.4104629,886.2775325,46.31032446,513.7914076
264.5912946,150.2592125,1046.826606,0.230555988,1.297176941,0.839496375,557.1383607,1319.028287,30.1324399,1.49E-05,470.7061343,642.6858656,44.56157026,415.9284439
359.037239,80.91752888,845.5353574,0.802190979,1.674440522,1.786106617,668.1626038,1515.716262,32.55348492,4.13E-06,672.4775664,812.5434759,48.24616969,521.2589803
254.1664503,152.2237671,938.0892571,0.982053188,1.588592164,1.79847367,866.1596112,1212.485424,35.25616674,7.68E-06,492.8444738,620.3778613,42.8785825,471.7705549
287.7942841,42.01722696,1002.964775,1.473201729,0.626431574,0.738051093,553.2378183,1586.74622,34.30261627,6.03E-06,692.9239667,632.4481057,42.1802954,465.220173
215.6912763,164.2224984,1149.68901,1.347786021,1.887672322,1.268632533,666.9783044,1410.637977,28.12023818,7.65E-06,484.3780061,752.6628754,43.09632336,482.8403862
205.0701487,112.1388564,997.4186321,1.446654745,0.336257099,1.861124368,769.5091278,1321.31241,20.87512006,1.45E-05,686.0307474,739.461279,37.43312129,511.3542335
392.5296829,152.5946655,1080.903506,0.115890996,1.762753875,1.927911148,488.6076124,1345.033285,38.15304867,7.99E-06,416.0633953,885.4740928,58.36235747,457.4981384
367.1960241,97.84774268,1197.126736,0.513568059,1.944786474,1.067022177,494.2659634,1226.562141,31.8723449,1.16E-05,612.7816035,883.4506359,55.56994791,445.9785279
339.1948412,126.5366543,852.595648,1.357200148,0.436591694,0.96036713,953.3891889,1595.739806,28.96016472,2.90E-06,559.6333402,833.8825928,49.83746623,582.3344046
281.7905889,108.9603991,909.8926102,1.0195798,1.471925522,0.6295192,806.4742013,1215.716778,46.00823128,1.63E-05,543.3631231,780.630549,44.50653017,499.6031445
234.658864,139.7384283,957.8304302,0.110095604,0.176542486,1.921856559,704.0306734,1461.962849,42.40229923,8.03E-06,467.0482943,736.4880952,38.74971884,493.1570263
231.2874085,42.2444973,968.7312714,1.628539821,0.870303368,0.371347178,753.4040381,1377.094371,45.73296645,1.33E-05,611.6787369,706.8535603,32.15550854,499.4028019
250.0485796,39.0528126,964.4084301,1.568338189,1.080938268,1.201676194,320.5096102,1579.566487,34.84948384,1.48E-05,457.2428474,884.1262641,38.23415674,454.2422961
309.8453329,67.0654851,1163.044401,1.14199641,1.203225929,0.636845508,732.6720759,1298.399896,23.92793756,4.98E-06,565.8525388,780.8726434,45.60282099,494.7238585
342.9191845,53.93170202,1085.613058,0.226280319,1.878280772,0.630115752,656.6562113,1412.83473,40.88664308,1.78E-05,475.9736089,773.7217583,48.43482997,483.7442261
332.0394753,160.767535,1043.162086,1.556378594,1.377276306,0.869440316,682.0247758,1392.942483,26.1822134,1.27E-05,686.6864139,669.5703365,52.73710835,489.5616417
255.9867794,62.8820981,923.7490871,1.209055817,1.014428107,1.997706578,551.5966788,1481.146578,33.23689007,9.15E-06,408.5893582,614.0093454,40.87607197,424.8394167
390.9730561,176.3797884,1129.516154,1.585723957,1.638382569,0.204435983,357.0317284,1227.204093,21.95002367,4.46E-06,459.918484,883.5565739,60.93671707,410.0662667
347.5793833,80.53436877,1182.024205,1.528319286,1.90601236,1.199229455,435.3374635,1277.515652,44.75925207,1.89E-05,472.6931819,694.1205777,52.34656709,401.6131499
